time_step,int_pos_x,int_pos_y,int_pos_z,tgt_pos_x,tgt_pos_y,tgt_pos_z,applied_force_x,applied_force_y,applied_force_z
37,39.41748725085549,28.777088724896796,584.8642764959018,19059.216781860938,10000.0,14699.703547680147,4230.0855777325605,3273.303616807084,4348.703410687402
38,41.47309301338625,30.301973537229436,600.6231130565657,19034.69957903614,10000.0,14691.400927878592,4227.4409792919105,3279.0386862827672,4343.8616347236075
39,43.57993076570851,31.866747599448164,616.3995651822131,19010.194581631255,10000.0,14683.077916377308,4224.795241800852,3284.7841379576857,4339.005383984394
40,45.7379252674498,33.47145014031818,632.1935372923037,18985.701781209144,10000.0,14674.73452252604,4222.148393225622,3290.5400590422773,4334.134498803354
41,47.94700117128131,35.11612037297434,648.0049335463632,18961.221169351382,10000.0,14666.370755670097,4219.500459832985,3296.306536031665,4329.248818755509
42,50.20708302280905,36.80079749521358,663.8336578435195,18936.752737658222,10000.0,14657.986625150383,4216.851466202181,3302.0836547113604,4324.348182666473
43,52.51809526046356,38.52552068978934,679.6796138220353,18912.29647774854,10000.0,14649.582140303419,4214.201435236889,3307.871500163057,4319.432428621396
44,54.879962215387955,40.290329124708045,695.5427048588347,18887.852381259785,10000.0,14641.15731046138,4211.550388177218,3313.6701567705077,4314.501393973636
45,57.29260811132445,42.09526195352761,711.4228340690253,18863.42043984794,10000.0,14632.712144952122,4208.898344611724,3319.479708225483,4309.5549153532065
46,59.7559570644993,43.94035831565802,727.3199043054162,18839.000645187483,10000.0,14624.24665309921,4206.245322489407,3325.3002375338056,4304.592828674949
47,62.26993308350612,45.82565733666391,743.2338181580302,18814.59298897132,10000.0,14615.760844221946,4203.591338131743,3331.1318270214597,4299.614969146477
48,64.83446006918754,47.75119812856934,759.1644779536114,18790.197462910754,10000.0,14607.254727635402,4200.936406244697,3336.9745583407794,4294.62117127588
49,67.44946181451526,49.717019790164585,775.1117857551277,18765.81405873544,10000.0,14598.728312650446,4198.280539930735,3342.828512476682,4289.611268879164
50,70.11486200446842,51.72316140731503,791.0756433612689,18741.442768193327,10000.0,14590.181608573772,4195.623750700831,3348.6937697530075,4284.585095087461
51,72.83058421591024,53.769662053272256,807.0559523059387,18717.083583050626,10000.0,14581.614624707925,4192.966048486452,3354.5704098388755,4279.542482354002
52,75.59655191746299,55.85656078898717,823.0526138577422,18692.736495091754,10000.0,14573.027370351336,4190.307441651528,3360.4585117551346,4274.483262460839
53,78.41268846938125,57.98389666342535,839.0655290194684,18668.4014961193,10000.0,14564.419854798345,4187.6479370044035,3366.3581538808558,4269.407266525335
54,81.27891712342334,60.15170871388457,855.0945985275669,18644.078577953962,10000.0,14555.792087339234,4184.987539809747,3372.2694139598766,4264.31432500641
55,84.19516102272102,62.36003596631441,871.1397228516197,18619.767732434517,10000.0,14547.14407726025,4182.326253800451,3378.1923691074126,4259.204267710566
56,87.16134320164744,64.60891743563819,887.200802193808,18595.46895141777,10000.0,14538.475833843635,4179.664081189468,3384.1270958166992,4254.076923797652
57,90.17738658568317,66.89839212607697,903.2777364883731,18571.18222677851,10000.0,14529.787366367662,4177.0010226816385,3390.073669965693,4248.932121786429
58,93.24321399128048,69.22849903147589,919.3704254010717,18546.90755040946,10000.0,14521.078684106647,4174.337077485453,3396.0321668238153,4243.76968955987
59,96.35874812572574,71.59927713563268,935.4787683286266,18522.64491422124,10000.0,14512.349796330995,4171.672243324771,3402.002661058729,4238.589454370262
60,99.52391158699989,74.0107654126284,951.6026643981717,18498.394310142314,10000.0,14503.60071230721,4169.0065164505,3407.985226743174,4233.391242844048
61,102.73862686363705,76.46300282716058,967.7420124666904,18474.15573011895,10000.0,14494.831441297938,4166.339891652221,3413.9799373618216,4228.174880986477
62,106.00281633458124,78.95602833487845,983.8967111204499,18449.929166115173,10000.0,14486.041992561984,4163.67236226973,3419.9868658181713,4222.940194185993
63,109.31640226904103,81.4898808827206,1000.0666586744289,18425.714610112722,10000.0,14477.232375354346,4161.003920204561,3426.0060844414843,4217.687007218435
64,112.67930682634235,84.06459940925488,1016.2517531717397,18401.512054111005,10000.0,14468.402598926239,4158.33455593141,3432.037664993743,4212.41514425099
65,116.09145205577919,86.6802228450207,1032.4518923830444,18377.321490127055,10000.0,14459.552672525124,4155.664258509519,3438.081678676638,4207.124428845939
66,119.55275989646232,89.33679011287357,1048.6669738059668,18353.142910195478,10000.0,14450.682605394735,4152.9930155939755,3444.1381961386055,4201.814683964187
67,123.06315217716606,92.03434012833213,1064.8968946644957,18328.976306368422,10000.0,14441.792406775105,4150.320813446937,3450.2072874818437,4196.48573196856
68,126.6225506161728,94.77291179992739,1081.1415519083844,18304.82167071552,10000.0,14432.882085902591,4147.6476369488,3456.289022269401,4191.1373946269105
69,130.23087682111557,97.55254402955445,1097.400842212544,18280.67899532385,10000.0,14423.951652009908,4144.973469609272,3462.3834695322607,4185.769493114995
70,133.8880522888184,100.37327571282671,1113.6746619764297,18256.5482722979,10000.0,14415.001114326149,4142.298293578375,3468.490697776452,4180.381848019142
71,137.59399840513458,103.23514573943227,1129.9629073234219,18232.429493759508,10000.0,14406.030482076816,4139.6220896573595,3474.610774990175,4174.974279338713
72,141.34863644478284,106.13819299349299,1146.2654741002004,18208.322651847826,10000.0,14397.039764483843,4136.944837309548,3480.7437686509543,4169.546606488357
73,145.1518875711811,109.0824563539259,1162.582257876114,18184.22773871928,10000.0,14388.028970765625,4134.266514671064,3486.889745732798,4164.0986483000615
74,149.0036728362782,112.06797469480708,1178.9131539425412,18160.14474654752,10000.0,14378.998110137043,4131.587098561515,3493.048772713376,4158.630223024985
75,152.90391318038337,115.094786885738,1195.258057312247,18136.07366752338,10000.0,14369.947191809493,4128.9065644945285,3499.2209155812056,4153.1411483351
76,156.85252943199328,118.16293179221448,1211.6168627187328,18112.014493854822,10000.0,14360.87622499091,4126.224886688255,3505.4062398428555,4147.6312413246405
77,160.84944230761693,121.27244827599802,1227.9894646155783,18087.96721776692,10000.0,14351.785218885794,4123.542038075727,3511.6048105301643,4142.100318511329
78,164.8945724115982,124.42337519548975,1244.375757175779,18063.931831501784,10000.0,14342.674182695235,4120.85799031515,3517.816692207447,4136.548195837423
79,168.98784023593598,127.61575140610694,1260.775634291076,18039.908327318542,10000.0,14333.543125616943,4118.17271380008,3524.0419489787328,4130.974688670564
80,173.1291661601019,130.849615760662,1277.1889895712795,18015.896697493277,10000.0,14324.392056845272,4115.4861776695125,3530.280644494998,4125.379611804421
81,177.31847045085584,134.12500710974416,1293.615716343586,17991.896934319,10000.0,14315.220985571244,4112.798349817852,3536.5328419614075,4119.762779459153
82,181.55567326205866,137.4419643021037,1310.0557076518871,17967.9090301056,10000.0,14306.029920982577,4110.109196904807,3542.798604144557,4114.124005281677
83,185.8406946344828,140.80052618503888,1326.5088562560738,17943.932977179793,10000.0,14296.818872263708,4107.418684365144,3549.077993379726,4108.463102345739
84,190.17345449562015,144.2007316047853,1342.975054631333,17919.968767885097,10000.0,14287.58784859582,4104.726776418357,3555.371071578125,4102.779883151804
85,194.55387265948758,147.6426194069082,1359.454194967436,17896.016394581773,10000.0,14278.336859156869,4102.033436078232,3561.677900234146,4097.074159626761
86,198.98186882642972,151.1262284366973,1375.9461691680217,17872.075849646782,10000.0,14269.065913121607,4099.338625162283,3567.9985404326267,4091.3457431234333
87,203.45736258291925,154.6515975395642,1392.450868849872,17848.14712547376,10000.0,14259.775019661609,4096.6423043010955,3574.333052856093,4085.5944444199154
88,207.9802734013546,158.21876556144278,1408.9681853421794,17824.23021447295,10000.0,14250.464187945296,4093.9444329475527,3580.6814977920126,4079.8200737187167
89,212.55052063985497,161.8277713491921,1425.498009685809,17800.32510907119,10000.0,14241.13342713796,4091.2449693859394,3587.043935140054,4074.0224406457346
90,217.16802354205262,165.47865375100213,1442.0402326325514,17776.43180171183,10000.0,14231.782746401794,4088.54387074095,3593.4204244193315,4068.201354249041
91,221.83270123688257,169.17145161680227,1458.59474464437,17752.550284854733,10000.0,14222.412154895908,4085.841092986554,3599.81102477564,4062.3566229974876
92,226.54447273836936,172.90620379867264,1475.1614358926395,17728.680550976194,10000.0,14213.021661776364,4083.136590954782,3606.2157949887164,4056.4880547791445
93,231.30325694541128,176.6829491512581,1491.7401962573776,17704.822592568933,10000.0,14203.61127619619,4080.430318344353,3612.634793479462,4050.595456899551
94,236.10897264156154,180.50172653218524,1508.3309153264697,17680.97640214202,10000.0,14194.181007305415,4077.7222277292226,3619.0680783171833,4044.678636079806
95,240.96153849480683,184.36257480248213,1524.9334823948843,17657.141972220856,10000.0,14184.730864251085,4075.012270566977,3625.515707226815,4038.737398454455
96,245.86087305734284,188.26553282700087,1541.5477864638826,17633.319295347123,10000.0,14175.260856177292,4072.3003972071397,3631.9777375961494,4032.7715495692564
97,250.80689476534693,192.2106394748432,1558.173716240219,17609.508364078738,10000.0,14165.770992225196,4069.5865568993236,3638.454226483039,4026.780894378713
98,255.7995219387478,196.19793361978884,1574.8111601353346,17585.709170989816,10000.0,14156.26128153305,4066.870697801295,3644.9452306226235,4020.76523724349
99,260.83867278099234,200.22745414072688,1591.4600062645425,17561.92170867063,10000.0,14146.731733236229,4064.152766986887,3651.4508064345146,4014.7243819276255
100,265.92426537880925,204.29923992208998,1608.1201424462045,17538.14596972756,10000.0,14137.182356467243,4061.4327104538106,3657.971010030004,4008.6581315955905
101,271.0562177019698,208.41332985429173,1624.7914562009012,17514.381946783065,10000.0,14127.61316035577,4058.7104731313248,3664.5058972192423,4002.5662888091774
102,276.2344476030453,212.56976283416677,1641.4738347505925,17490.62963247563,10000.0,14118.024154028677,4055.9859988877975,3671.0555235184174,3996.448655524222
103,281.4588728171617,216.76857776541408,1658.1671650177705,17466.889019459722,10000.0,14108.415346610045,4053.2592305381313,3677.619944156932,3990.3050330871592
104,286.72941096175094,221.0098135590433,1674.871333624604,17443.160100405767,10000.0,14098.786747221191,4050.530109851067,3684.199214084562,3984.135222231417
105,292.04597953629883,225.2935091338239,1691.586226892075,17419.442868000082,10000.0,14089.13836498069,4047.7985775563625,3690.7933879786056,3977.93902307364
106,297.4084959220901,229.61970341673768,1708.311730839106,17395.73731494486,10000.0,14079.470209004405,4045.064573351841,3697.4025202510375,3971.71623510976
107,302.81687738194995,233.98843534343422,1725.0477311816796,17372.04343395811,10000.0,14069.782288405499,4042.3280359103146,3704.026665055632,3965.4666572108936
108,308.27104105998245,238.39974385868942,1741.7941133319487,17348.36121777363,10000.0,14060.074612294471,4039.5889028863835,3710.665876295105,3959.1900876190857
109,313.7709039813053,242.85366791686727,1758.5507623973385,17324.690659140942,10000.0,14050.347189779171,4036.8471109230995,3717.320207628213,3952.8863239428892
110,319.31638305178154,247.35024648238468,1775.3175631796394,17301.031750825285,10000.0,14040.600029964826,4034.1025956585036,3723.989712476876,3946.55516315278
111,324.9073950577476,251.88951853017957,1792.094400174091,17277.38448560754,10000.0,14030.833141954061,4031.3552917320435,3730.6744440332664,3940.196401576425
112,330.5438566657379,256.47152304618214,1808.881157568458,17253.748856284223,10000.0,14021.046534846926,4028.6051327908426,3737.374455266903,3933.8098348937715
113,336.2256844222062,261.09629902778926,1825.6777192420957,17230.12485566741,10000.0,14011.240217740915,4025.8520514958645,3744.089798931726,3927.3952581319973
114,341.9527947532429,265.76388548434227,1842.483968765007,17206.51247658472,10000.0,14001.414199730989,4023.095979527923,3750.820527573171,3920.952465660289
115,347.72510396428925,270.47432143760795,1859.29978939689,17182.91171187927,10000.0,13991.5684899096,4020.3368475935677,3757.566693535222,3914.4812511844607
116,353.5425282398475,275.22764592226287,1876.1250640861774,17159.322554409624,10000.0,13981.703097366712,4017.5745854308666,3764.3283489674736,3907.9814077414385
117,359.40498364318785,280.0238979863808,1892.9596754690642,17135.744997049766,10000.0,13971.818031189827,4014.809121815007,3771.1055458321666,3901.4527276935473
118,365.31238611605113,284.86311669192384,1909.8035058685282,17112.179032689048,10000.0,13961.913300464004,4012.040384563808,3777.8983359112162,3894.8950027226815
119,371.26465147834807,289.74534111523656,1926.6564372933392,17088.624654232157,10000.0,13951.988914271882,4009.2683005430795,3784.7067708132413,3888.3080238242856
120,377.2616954278547,294.67061034754386,1943.5183514370594,17065.081854599077,10000.0,13942.0448816937,4006.4927956718584,3791.530901980582,3881.6915813012088
121,383.30343353990384,299.63896349545195,1960.389129677034,17041.55062672504,10000.0,13932.081211807328,4003.7137949275093,3798.370780696294,3875.045464757366
122,389.38978126707264,304.6504396814529,1977.2686530733713,17018.030963560486,10000.0,13922.097913688274,4000.9312223506877,3805.226458091157,3868.369463091286
123,395.5206539388662,309.7050780444326,1994.1568023679138,16994.522858071035,10000.0,13912.094996409722,3998.145001050176,3812.0979851506568,3861.663364489459
124,401.6959667613973,314.8029177401822,2011.0534579831979,16971.02630323744,10000.0,13902.072469042541,3995.355053207591,3818.985412721966,3854.9269564195647
125,407.91563481706197,319.9439979419132,2027.9585000214042,16947.541292055535,10000.0,13892.030340655316,3992.5613000819503,3825.888791520923,3848.160025623521
126,414.1795730642109,325.12835784077595,2044.8718082632984,16924.06781753622,10000.0,13881.968620314363,3989.7636620141,3832.8081721389863,3841.362358110383
127,420.48769633681695,330.35603664638154,2061.7932621671594,16900.605872705397,10000.0,13871.887317083754,3986.9620584310214,3839.7436050501965,3834.5337391490857
128,426.8399193441382,335.6270735873277,2078.7227408676986,16877.155450603947,10000.0,13861.786440025338,3984.156407849997,3846.6951406181265,3827.673953261026
129,433.2361566703768,340.94150791172785,2095.6601231749696,16853.71654428768,10000.0,13851.665998198763,3981.346627882643,3853.6628291028223,3820.7827842125
130,439.6763227743337,346.2993788877442,2112.6052875732644,16830.289146827305,10000.0,13841.526000661495,3978.5326352388056,3860.6467206677453,3813.8600150069665
131,446.16033198905905,351.70072580412403,2129.55811222,16806.873251308378,10000.0,13831.36645646884,3975.71434573032,3867.646865386685,3806.9054278771587
132,452.6880985214977,357.1455879707403,2146.5184749445966,16783.468850831276,10000.0,13821.18737467397,3972.8916742746433,3874.663313250704,3799.918804277042
133,459.259536452131,362.63400471913525,2163.48625324734,16760.075938511145,10000.0,13810.988764327934,3970.0645348983408,3881.6961141750385,3792.89992487361
134,465.8745597346134,368.16601540306846,2180.461324298236,16736.694507477874,10000.0,13800.77063447969,3967.2328407404466,3888.7453180060197,3785.848569538521
135,472.53308219540514,373.74165939906794,2197.443564935854,16713.324550876045,10000.0,13790.532994176117,3964.3965040556745,3895.8109745279744,3778.764517339573
136,479.23501753339974,379.3609761069857,2214.4328516661562,16689.966061864896,10000.0,13780.275852462042,3961.5554362175117,3902.893133470133,3771.647546532025
137,485.98027931954715,385.0240049505567,2231.429060661319,16666.619033618288,10000.0,13769.999218380257,3958.709547721156,3909.9918445135218,3764.4974345497567
138,492.76878099647206,390.7307853779618,2248.4320677585392,16643.28345932466,10000.0,13759.70310097154,3955.8587481863333,3917.1071572978617,3757.313957996253
139,499.60043587808764,396.48135686239465,2265.4417484588316,16619.959332186983,10000.0,13749.387509274677,3953.0029463599612,3924.2391214284567,3750.0968926354494
140,506.475157149204,402.27575890263233,2282.4579779258124,16596.646645422745,10000.0,13739.052452326483,3950.1420501186913,3931.3877864830815,3742.846013382396
141,513.3928578651322,408.11403102361004,2299.480630984472,16573.345392263887,10000.0,13728.69793916182,3947.275966471296,3938.5532020188575,3735.5610942937674
142,520.3534509512831,413.99621277699976,2316.5095821199357,16550.05556595678,10000.0,13718.32397881362,3944.4046015609415,3945.7354175791525,3728.241908558209
143,527.3568492027612,419.9223437417928,2333.5447054762103,16526.777159762172,10000.0,13707.9305803129,3941.5278606672905,3952.934482700438,3720.8882284865067
144,534.4029652839532,425.8924635248865,2350.5858748549213,16503.510166955166,10000.0,13697.517752688786,3938.645648208497,3960.150446919193,3713.4998255016085
145,541.4917117281123,431.9066117616749,2367.632963714035,16480.25458082517,10000.0,13687.085504968536,3935.7578677430356,3967.3833597787593,3706.0764701284606
146,548.6230009369356,437.9648281166435,2384.6858451665707,16457.010394675865,10000.0,13676.633846177554,3932.8644219714133,3974.633270836229,3698.617931983694
147,555.7967451801381,444.06715228396814,2401.744391979296,16433.77760182516,10000.0,13666.162785339415,3929.965212737728,3981.900229669323,3691.123979765122
148,563.0128565950204,450.213623988118,2418.808476571414,16410.55619560516,10000.0,13655.672331475876,3927.060141031077,3989.1842858832583,3683.5943812410837
149,570.2712471860306,456.4042829844629,2435.8779710132335,16387.34616936213,10000.0,13645.162493606911,3924.1491069868603,3996.485489117641,3676.028903239607
150,577.5718288243219,462.6391690598845,2452.9527470248304,16364.147516456436,10000.0,13634.633280750713,3921.232009887894,4003.80388905333,3668.42731163741
151,584.9145132473038,468.91832203339226,2470.03267597469,16340.960230262543,10000.0,13624.084701923726,3918.3087481654284,4011.139535419333,3660.7893713487088
152,592.2992120581881,475.24178175674285,2487.1176288783413,16317.784304168943,10000.0,13613.51676614066,3915.3792193999843,4018.492477999675,3653.114846313866
153,599.7258367255289,481.6095881150648,2504.207476396975,16294.619731578137,10000.0,13602.929482414507,3912.443320322072,4025.8627666402986,3645.403499487865
154,607.1942985827569,488.0217810274867,2521.3020888360484,16271.46650590659,10000.0,13592.322859756569,3909.5009468127587,4033.250451255944,3637.655092828588
155,614.7045088277087,494.4784004477703,2538.401336143876,16248.324620584695,10000.0,13581.696907176469,3906.5519939040896,4040.655581837045,3629.8693872849362
156,622.2563785221487,500.97948636494755,2555.505087910207,16225.194069056735,10000.0,13571.051633682173,3903.59635577937,4048.0782084566345,3622.0461427847576
157,629.8498185912869,507.5250788039624,2572.6132133647875,16202.074844780844,10000.0,13560.38704828001,3900.6339257733,4055.5183812772384,3614.18511822259
158,637.4847398232888,514.115217826317,2589.7255813759107,16178.96694122897,10000.0,13549.703159974692,3897.6645963719484,4062.976150557784,3606.286071447225
159,645.161052868781,520.7499435307222,2606.842060448949,16155.870351886837,10000.0,13538.999977769325,3894.688259212617,4070.451566660524,3598.3487592490897
160,652.8786682403489,527.4292960537529,2623.9625187248744,16132.785070253913,10000.0,13528.277510665437,3891.7048050835165,4077.944680057947,3590.372937347428
161,660.63749631203,534.1533155705073,2641.0868239787637,16109.711089843364,10000.0,13517.535767662992,3888.71412392332,4085.455541339712,3582.358360377306
162,668.4374473187986,540.9220422952718,2658.214843618289,16086.648404182022,10000.0,13506.774757760411,3885.716104820564,4092.9842012195822,3574.30478187642
163,676.2784313560468,547.7355164821897,2675.34644468219,16063.597006810347,10000.0,13495.99448995459,3882.7106360128914,4100.530710542372,3566.211954271715
164,684.1603583790566,554.5937784259345,2692.4814938387362,16040.55689128239,10000.0,13485.194973240914,3879.697604886155,4108.095120290894,3558.079628865803
165,692.0831382024669,561.4968684623885,2709.6198573841702,16017.528051165751,10000.0,13474.37621661328,3876.676897973372,4115.677481592933,3549.9075558231893
166,700.0466804997334,568.4448269693257,2726.7614012411364,15994.510480041552,10000.0,13463.538229064116,3873.6484009534984,4123.277845728202,3541.6954841562942
167,708.0508948025816,575.4376943670997,2743.9059909570933,15971.50417150439,10000.0,13452.681019584394,3870.6119986501053,4130.896264135345,3533.4431617112778
168,716.0956905004537,582.4755111193357,2761.0534917027117,15948.509119162307,10000.0,13441.804597163655,3867.567575029841,4138.532788418911,3525.150335153666
169,724.1809768399472,589.5583177336288,2778.203768270255,15925.52531663675,10000.0,13430.90897079002,3864.515013200791,4146.187470356373,3516.816749953764
170,732.3066629242484,596.6861547622455,2795.3566850719435,15902.552757562531,10000.0,13419.994149450213,3861.454195410645,4153.8603619051455,3508.4421503718586
171,740.4726577125572,603.8590628028311,2812.512106138305,15879.591435587801,10000.0,13409.060142129576,3858.385003044735,4161.551515209614,3500.0262794432265
172,748.6788700195058,611.0770824991222,2829.669895116504,15856.641344374,10000.0,13398.106957812088,3855.3073166238933,4169.260982608175,3491.5688789629103
173,756.9252085145695,618.3402545416633,2846.8299152686573,15833.70247759583,10000.0,13387.134605480382,3852.2210158021735,4176.988816640303,3483.0696894702905
174,765.2115817214705,625.648619668529,2863.9920294701333,15810.774828941216,10000.0,13376.143094115763,3849.1259793643962,4184.735070053617,3474.528450233445
175,773.5378980175743,633.0022186660514,2881.1561002078315,15787.858392111266,10000.0,13365.132432698227,3846.0220852235516,4192.499795810984,3465.9448992332805
176,781.9040656332787,640.4010923695521,2898.321989578447,15764.95316082024,10000.0,13354.102630206471,3842.909210418016,4200.2830470976,3457.3187731474336
177,790.3099926513945,647.8452816640801,2915.489559286716,15742.05912879551,10000.0,13343.053695617924,3839.7872311086303,4208.0848773281305,3448.6498073339726
178,798.7555870065192,655.3348274851535,2932.658670643645,15719.176289777528,10000.0,13331.98563790875,3836.656022575606,4215.905340153847,3439.937735814839
179,807.2407564844029,662.8697708195082,2949.8291845647204,15696.304637519781,10000.0,13320.898466053877,3833.515459215265,4223.744489469779,3431.1822912590883
180,815.7654087213058,670.4501527058504,2967.0009615681015,15673.444165788766,10000.0,13309.792189027003,3830.3654145366067,4231.602379421892,3422.383204965869
181,824.329451203348,678.076014235615,2984.1738617727938,15650.594868363945,10000.0,13298.66681580062,3827.205761157725,4239.479064414281,3413.540206847193
182,832.9327912658512,685.7473965537295,3001.347744896806,15627.756739037717,10000.0,13287.522355346033,3824.0363708020454,4247.374599116387,3404.6530254104428
183,841.5753360926722,693.4643408593826,3018.5224702552864,15604.929771615374,10000.0,13276.358816633368,3820.85711429439,4255.289038470225,3395.721387740648
184,850.256992715528,701.2268884067988,3035.6978967586397,15582.113959915072,10000.0,13265.1762086316,3817.667861556874,4263.222437697652,3386.7450194825137
185,858.9776680133126,709.0350805060187,3052.8738829106273,15559.309297767792,10000.0,13253.974540308556,3814.4684816046392,4271.174852307629,3377.723644822202
186,867.7372687114051,716.8889585236839,3070.0502868064464,15536.515779017302,10000.0,13242.753820630947,3811.2588425413946,4279.146338103537,3368.656986468853
187,876.5357013809693,724.7885638838277,3087.2269661307905,15513.733397520125,10000.0,13231.514058564373,3808.0388115547903,4287.13695119048,3359.5447656358588
188,885.3728724382444,732.7339380686723,3104.4037781558886,15490.962147145505,10000.0,13220.255263073343,3804.808254911629,4295.146747982654,3350.386702021879
189,894.2486881438272,740.7251226194303,3121.580579739527,15468.202021775365,10000.0,13208.977443121292,3801.5670379528615,4303.1757852106975,3341.1825137915826
